Fiscal Year,District Number,District Type,District Name,Language Name,Home Primary Language,Enrollments,County Code,County Name,Economic Development Region,Strata,Strata Name
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Bassa,146,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Norwegian,034,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Japanese,024,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Dutch,033,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Edo,139,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Romanian,039,32,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Bosnian,041,90,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Anuak,103,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Belorusan,102,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Burmese,055,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Dei,218,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Pashto ,060,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Nuer,076,28,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Urhobo,384,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Polish,037,16,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Adangme,083,37,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Nyanja,330,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Vai,386,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,Kamba,088,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,"Sign Language, ASL",042,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Korean,026,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,9,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Romanian,039,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Tigrinya,071,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Bengali,010,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Arabic,002,10,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Serbian,128,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,"Khmer, Cambodian ",005,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Ngumba,408,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Amharic,063,11,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Russian,040,9,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,French,015,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Bosnian,041,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Nuer,076,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Somali,069,11,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Hmong,020,78,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",028,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Vietnamese,051,25,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Finnish,014,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Ukrainian,049,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Spanish,045,124,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,"Oromo, Afan Oromo, Oromiffa ",074,13,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Hindi ,019,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Japanese,024,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Danish,009,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Cebuano,036,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,German,017,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,English,011,6111,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,"English, Creolized",057,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Ukrainian,049,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",070,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Urdu,122,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Bosnian,041,15,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Adangme,083,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Hmong,020,38,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Russian,040,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Afrikaans,001,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,French,015,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Japanese,024,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Anuak,103,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Thai,047,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",028,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,"English, Creolized",057,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Portuguese,038,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Bengali,010,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Spanish,045,692,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Danish,009,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Hindi ,019,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,"French, Creolized",232,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Arabic,002,95,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Ga,160,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,"Filipino, Pilipino",126,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Fulah,066,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Tigrinya,071,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Nepali,068,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,English,011,1715,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Quichua,170,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Vietnamese,051,18,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Pashto ,060,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Arawak,079,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Somali,069,189,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Dakota,008,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Cebuano,036,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,"Oromo, Afan Oromo, Oromiffa ",074,35,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Tibetan,073,45,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,Amharic,063,45,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Somali,069,84,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Hmong,020,63,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Hindi ,019,17,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Tibetan,073,15,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,"Khmer, Cambodian ",005,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Nepali,068,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Amharic,063,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,English,011,2317,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Croatian,127,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Bengali,010,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Urdu,122,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Tigrinya,071,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Grebo,077,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Armenian,003,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Albanian,072,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Russian,040,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Nuer,076,9,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Bosnian,041,9,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,French,015,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,"Oromo, Afan Oromo, Oromiffa ",074,21,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Arawak,079,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Thai,047,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Cebuano,036,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Afrikaans,001,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",070,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Spanish,045,177,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Vietnamese,051,23,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Krio,149,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Korean,026,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,"English, Creolized",057,28,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Not Specific,052,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Arabic,002,69,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,Thai,047,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
12-13,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
